name,rating,fields,employee_counts,company_types,ages,locations
The Akshaya Patra Foundation,4.0,Non-Profit,201-500 Employees,23 years old,Bangalore/Bengaluru +55 more,
VDart,4.5,IT Services & Consulting,201-500 Employees,16 years old,Alpharetta +2 more,
Talentpro,4.0,Recruitment,501-1k Employees,23 years old,Chennai +86 more,
Larsen & Toubro Group,4.1,Engineering & Construction,1 Lakh+ Employees,Chennai +70 more,,
Maini Precision Products,3.5,Auto Components,1k-5k Employees,50 years old,Bangalore/Bengaluru +7 more,
J K Fenner,3.7,Engineering & Construction,201-500 Employees,36 years old,Chennai +37 more,
Gandhi Automations,4.1,Industrial Machinery,501-1k Employees,27 years old,Mumbai +18 more,
Apple,4.3,Consumer Electronics & Appliances,10k-50k Employees,Forbes Global 2000,47 years old,Cupertino +74 more
CMC,4.2,Education & Training,10k-50k Employees,Public,55 years old,Bhopal +52 more
Ge T & D India,4.3,Electrical Equipment,201-500 Employees,Public,66 years old,Henderson +31 more
NTT,3.9,IT Services & Consulting,10k-50k Employees,17 years old,London +34 more,
Canon,4.2,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,86 years old,Ota City +58 more
Moser Baer,3.9,Consumer Electronics & Appliances,1k-5k Employees,Public,40 years old,Delhi/NCR +12 more
Bayer,4.1,Pharma,1k-5k Employees,Public,160 years old,Monheim Am Rhein +75 more
Al Turki Enterprises,3.6,Oil & Gas,501-1k Employees,18 years old,Muscat +9 more,
Canon,4.2,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,86 years old,Ota City +58 more
FCC Clutch,4.2,Auto Components,201-500 Employees,84 years old,Hamamatsu +19 more,
Amber Enterprises India,4.0,Consumer Electronics & Appliances,1k-5k Employees,Public,33 years old,Mumbai +26 more
Dodla Dairy,4.2,FMCG,1k-5k Employees,28 years old,Hyderabad/Secunderabad +53 more,
Airports Authority of India,4.3,Aviation,10k-50k Employees,Central,28 years old,Delhi/NCR +77 more
LG Soft India,3.6,Consumer Electronics & Appliances,1k-5k Employees,27 years old,Bangalore/Bengaluru +11 more,
Prama Hikvision India,3.6,Electronics Manufacturing,201-500 Employees,14 years old,Hangzhou +39 more,
Ess Kay Fincorp,4.1,NBFC,5k-10k Employees,Public,29 years old,Jaipur +107 more
Karvy DigiKonnect,3.1,Financial Services,10k-50k Employees,8 years old,Hyderabad +20 more,
Maharashtra State Electricity Distribution Company,4.1,Power,50k-1 Lakh Employees,18 years old,Mumbai +69 more,
Licious,3.9,Internet,1k-5k Employees,Indian Unicorn,8 years old,Bangalore +28 more
Nagarjuna Fertilizers and Chemicals,4.1,Agro Chemicals,1k-5k Employees,38 years old,Hyderabad/Secunderabad +61 more,
TCS eServe,3.8,BPO,10k-50k Employees,16 years old,Mumbai +32 more,
Bristlecone,3.7,IT Services & Consulting,1k-5k Employees,25 years old,Pune +10 more,
Ienergizer BPO Services,3.8,BPO,5k-10k Employees,Noida +10 more,,
Wipro PARI,3.6,1k-5k Employees,Satara +14 more,,,
Manjushree Technopack,3.9,Packaging,1k-5k Employees,40 years old,Bangalore/Bengaluru +17 more,
Cadbury,4.5,Food Processing,1k-5k Employees,199 years old,London +83 more,
Sayaji Hotels,4.4,Hospitality,1k-5k Employees,Public,36 years old,Indore +25 more
Mitsubishi Electric,4.2,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,102 years old,Chiyoda City +35 more
Suraksha Diagnostic,3.8,Healthcare,1k-5k Employees,31 years old,Kolkata +25 more,
Praj Industries,4.1,Engineering & Construction,501-1k Employees,Public,40 years old,Pune +13 more
Blue Yonder,4.2,Software Product,1k-5k Employees,38 years old,Scottsdale +9 more,
Jayaswal Neco Industries,4.1,Iron & Steel,1k-5k Employees,Public,51 years old,Nagpur +20 more
Vijai Electricals,3.5,Power,5k-10k Employees,50 years old,Hyderabad/Secunderabad +35 more,
Apex Group,3.4,Financial Services,1k-5k Employees,Hamilton +16 more,,
Pennar Industries,3.7,Building Material,1k-5k Employees,Public,35 years old,Hyderabad/Secunderabad +21 more
RR kabel,4.0,Electrical Equipment,501-1k Employees,Public,28 years old,Mumbai +72 more
PCBL Limited,3.8,Chemicals,501-1k Employees,Public,63 years old,Kolkata +14 more
Bharat Gears,4.1,Auto Components,1k-5k Employees,Public,51 years old,Mumbai +16 more
Westin,3.8,Hospitality,1k-5k Employees,93 years old,Kolkata +27 more,
PepsiCo (India) Holdings,4.3,Food Processing,5k-10k Employees,Gurgaon/Gurugram +84 more,,
RuralShores,4.1,BPO,1k-5k Employees,15 years old,Bangalore +37 more,
Celebi Aviation Holding,4.0,Mumbai +12 more,,,,
Acadecraft,3.1,EdTech,201-500 Employees,12 years old,Noida +12 more,
VRL Logistics,3.9,Logistics,10k-50k Employees,Public,40 years old,Hubballi +77 more
Kajaria Ceramics,4.1,Building Material,1k-5k Employees,Public,38 years old,Delhi/NCR +60 more
Scientific Publishing Services,3.8,Analytics & KPO,1k-5k Employees,28 years old,Chennai +3 more,
Delta Electronics,3.9,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,31 years old,Gurgaon/Gurugram +32 more
Lenovo,4.1,Consumer Electronics & Appliances,1k-5k Employees,18 years old,Quarry Bay +69 more,
Pamac Finserve,3.7,Financial Services,501-1k Employees,28 years old,Mumbai +52 more,
Texmo Industries,3.8,Industrial Machinery,501-1k Employees,67 years old,Coimbatore +30 more,
Vaaman Engineers,3.8,Engineering & Construction,1k-5k Employees,33 years old,Mumbai +25 more,
IRB Infrastructure,4.2,Engineering & Construction,5k-10k Employees,Public,25 years old,Mumbai +47 more
Godrej Industries,4.1,Chemicals,1k-5k Employees,Public,60 years old,Mumbai +45 more
Indium Software,3.8,IT Services & Consulting,1k-5k Employees,24 years old,Chennai +8 more,
Craftsman Automation,3.8,Industrial Machinery,1k-5k Employees,37 years old,Coimbatore +16 more,
Henry Harvin Education,4.2,EdTech,51-200 Employees,8 years old,Noida +12 more,
Herbalife International,4.2,Healthcare,1k-5k Employees,43 years old,Los Angeles +77 more,
DHL Global Forwarding,4.1,Logistics,1k-5k Employees,208 years old,Bonn +20 more,
Kirloskar Pneumatic,4.1,Industrial Machinery,501-1k Employees,Public,65 years old,Pune +11 more
QuEST Global Engineering,3.6,Engineering & Construction,5k-10k Employees,26 years old,Bengaluru/Bangalore +11 more,
mPokket,4.4,FinTech,1k-5k Employees,Startup,7 years old,Kolkata +5 more
Toyota Industries Engine India,4.2,Industrial Machinery,501-1k Employees,28 years old,Kariya +4 more,
Aurigo,4.9,Software Product,201-500 Employees,20 years old,Austin +3 more,
Heidelberg Cement,4.0,Building Material,1k-5k Employees,Forbes Global 2000,17 years old,Gurgaon/Gurugram +53 more
Sudarshan Chemical Industries,3.7,Chemicals,501-1k Employees,Public,71 years old,Pune +20 more
Corteva Agriscience,4.3,Agriculture,1k-5k Employees,Public,4 years old,Wilmington +67 more
Usha Martin,4.1,Iron & Steel,1k-5k Employees,Public,62 years old,Kolkata +26 more
Pace Setters Business Solutions,3.1,BPO,201-500 Employees,17 years old,Mumbai +17 more,
Satya MicroCapital,3.8,Financial Services,1k-5k Employees,Public,7 years old,Delhi +101 more
Bajaj Capital Insurance,3.7,Insurance,1k-5k Employees,19 years old,New Delhi +97 more,
Vedang Cellular Services,4.2,Telecom,501-1k Employees,13 years old,Mumbai +51 more,
InternEzy,5.0,EdTech,51-200 Employees,Erode +7 more,,
Varthana,4.3,Financial Services,501-1k Employees,10 years old,Bangalore +59 more,
Cox & Kings,3.9,Travel & Tourism,1k-5k Employees,265 years old,Mumbai +48 more,
Collegedunia,3.2,EdTech,1k-5k Employees,Startup,9 years old,Gurgaon/Gurugram +13 more
SMC Global Securities,3.4,1k-5k Employees,Public,29 years old,SMC Global Securities Ltd. +55 more,
NetConnectGlobal,3.6,IT Services & Consulting,1k-5k Employees,26 years old,Bangalore/Bengaluru +39 more,
Chaayos,3.4,Hospitality,1k-5k Employees,11 years old,Delhi +18 more,
Xavient Digital - Powered by TELUS International,3.9,IT Services & Consulting,501-1k Employees,21 years old,Simi Valley +6 more,
Arthur J. Gallagher & Co,3.8,Insurance,1k-5k Employees,21 years old,Pune +9 more,
Xerox,4.0,IT Services & Consulting,Forbes Global 2000,Bengaluru/Bangalore +27 more,,
Syneos Health,4.0,Clinical Research,1k-5k Employees,39 years old,Morrisville +7 more,
Anlitiks,4.8,Hyderabad/Secunderabad,,,,
ALTEN,3.7,IT Services & Consulting,1k-5k Employees,35 years old,Bengaluru/Bangalore +13 more,
Advantmed,3.7,Software Product,501-1k Employees,18 years old,Santa Ana +5 more,
Prince Pipes & Fittings,4.1,Building Material,1k-5k Employees,Public,36 years old,Mumbai +41 more
Leighton Contractors,4.4,Engineering & Construction,501-1k Employees,25 years old,Mumbai +17 more,
Reliance Infrastructure,3.9,Engineering & Construction,1k-5k Employees,Public,94 years old,Mumbai +48 more
Moglix,3.5,Internet,501-1k Employees,Indian Unicorn,8 years old,Singapore +33 more
TriGeo Technologies,3.1,IT Services & Consulting,11-50 Employees,27 years old,Hyderabad/Secunderabad +5 more,
Hamilton Housewares,3.9,Consumer Electronics & Appliances,1k-5k Employees,51 years old,Mumbai +27 more,
Sanghi Industries,3.6,Building Material,201-500 Employees,Public,38 years old,Ahmedabad +23 more
Axtria,3.5,Software Product,1k-5k Employees,13 years old,Berkeley Heights +8 more,
BLK Super Speciality Hospital,4.0,Healthcare,501-1k Employees,64 years old,Delhi/NCR +11 more,
Jiva Ayurvedic Pharmacy,3.8,Healthcare,1k-5k Employees,31 years old,Faridabad +41 more,
BMC Software,4.3,Software Product,1k-5k Employees,43 years old,Houston +7 more,
Tecnimont,3.7,Engineering & Construction,1k-5k Employees,18 years old,Milan +21 more,
SIS Prosegur Holdings,3.7,Law Enforcement & Security,10k-50k Employees,28 years old,Patna +69 more,
Kantar IMRB,3.6,Analytics & KPO,1k-5k Employees,53 years old,Mumbai +26 more,
Continental,4.1,Auto Components,5k-10k Employees,Forbes Global 2000,152 years old,Hanover +43 more
CtrlS,3.6,IT Services & Consulting,501-1k Employees,16 years old,Hyderabad +13 more,
Dr. Reddy's Foundation,4.0,Non-Profit,501-1k Employees,27 years old,Hyderabad/Secunderabad +70 more,
Coats,3.9,1k-5k Employees,49 years old,Middlesex +42 more,,
Black Knight,3.5,IT Services & Consulting,1k-5k Employees,Startup,9 years old,Jacksonville +3 more
Maersk Line,4.4,Logistics,201-500 Employees,Public,119 years old,Copenhagen +24 more
N.C.L. Industries,3.8,Building Material,501-1k Employees,Public,43 years old,Hyderabad/Secunderabad +50 more
HP India Sales,4.2,Consumer Electronics & Appliances,1k-5k Employees,26 years old,Bengaluru +43 more,
Roop Polymers,4.0,Auto Components,1k-5k Employees,Public,50 years old,Gurgaon/Gurugram +17 more
Castrol,4.2,Chemicals / Agri Inputs,501-1k Employees,Public,124 years old,Pangbourne +80 more
AT&T,4.2,Telecom,10k-50k Employees,Forbes Global 2000,40 years old,Dallas +15 more
Autoliv,4.0,Auto Components,1k-5k Employees,70 years old,Klarabergsviadukten 70 +11 more,
MAHLE Behr India,4.1,Auto Components,1k-5k Employees,26 years old,Pune +7 more,
Indecomm Global Services,3.5,IT Services & Consulting,1k-5k Employees,20 years old,Edison +12 more,
Data Entry,3.9,BPO,51-200 Employees,24 years old,New Delhi +82 more,
LanceSoft,3.2,Recruitment,201-500 Employees,23 years old,Herndon +19 more,
ASG Eye Hospital,4.0,Healthcare,501-1k Employees,18 years old,Jodhpur +56 more,
Baker Hughes,4.1,Oil & Gas,1k-5k Employees,Conglomerate,7 years old,Boston  +31 more
Marelli,3.7,Auto Components,51-200 Employees,104 years old,Corbetta +12 more,
Monte Carlo,4.1,Fashion & Textile,201-500 Employees,Public,39 years old,San Francisco +67 more
Foray Software,3.7,IT Services & Consulting,501-1k Employees,12 years old,Hyderabad/Secunderabad +14 more,
Sterling Holiday Resort,4.0,Hospitality,1k-5k Employees,Public,37 years old,Chennai +51 more
Boeing,4.0,Aviation,1k-5k Employees,Public,107 years old,Arlington +7 more
Metro Group of Hospitals,3.6,Healthcare,10k-50k Employees (Global),26 years old,Noida +20 more,
Pearson Education India,4.1,Education & Training,201-500 Employees,23 years old,Noida +53 more,
Fino Paytech,4.0,FinTech,51-200 Employees,17 years old,Mumbai +87 more,
Mahindra Automotives,4.1,Automobile,10k-50k Employees,75 years old,Hyderabad +79 more,
Peel-works,4.4,Software Product,51-200 Employees,13 years old,Mumbai +19 more,
Vizag Steel,4.0,Iron & Steel,10k-50k Employees,Public,52 years old,Visakhapatnam/Vizag +18 more
Novotel Hotels,4.2,Hospitality,1k-5k Employees,56 years old,Issy les Moulineaux +27 more,
Venky's,3.7,FMCG,5k-10k Employees,Public,47 years old,Pune +62 more
Hindusthan National Glass,3.7,Packaging,501-1k Employees,Public,77 years old,Kolkata +19 more
Country Holidays Travel India,4.4,Travel & Tourism,201-500 Employees,Startup,1 years old,New Delhi +12 more
Capco Technologies,3.6,IT Services & Consulting,1k-5k Employees,25 years old,London +14 more,
Satyam Auto Components,3.9,Auto Components,1k-5k Employees,22 years old,Ludhiana +16 more,
Fena,4.1,Chemicals,201-500 Employees,47 years old,Delhi/NCR +59 more,
CJ Darcl Logistics Limited,3.9,Logistics,1k-5k Employees,48 years old,Hisar +51 more,
Veritas Finance,4.2,Internet,1k-5k Employees,Startup,8 years old,Chennai +124 more
RAK Ceramics,4.0,Building Material,501-1k Employees,34 years old,Ras Al Khaimah +38 more,
Acme Generics LLP,4.5,Pharma,1k-5k Employees,18 years old,Baddi +16 more,
Shriram Housing Finance,3.7,Financial Services,501-1k Employees,Public,13 years old,Mumbai +102 more
Hpl Electric & Power,3.4,Electrical Equipment,1k-5k Employees,31 years old,Noida +49 more,
Glaze Trading India,4.0,Retail,5k-10k Employees,20 years old,Delhi/NCR +74 more,
Lite Bite Foods,4.4,Food Processing,1k-5k Employees,22 years old,Gurgaon/Gurugram +18 more,
Trigent Software,3.8,IT Services & Consulting,1k-5k Employees,28 years old,Southborough +23 more,
Me n Moms,4.2,Retail,201-500 Employees,29 years old,Mumbai +50 more,
Sasken,3.6,IT Services & Consulting,1k-5k Employees,Public,34 years old,Bangalore/Bengaluru +9 more
Sasken,3.6,IT Services & Consulting,1k-5k Employees,Public,34 years old,Bangalore/Bengaluru +9 more
NxtWave,4.0,EdTech,1k-5k Employees,Startup,3 years old,Hyderabad +9 more
Super Smelters,4.0,Metals & Mining,501-1k Employees,28 years old,Kolkata +13 more,
Ather Energy,4.0,Automobile,1k-5k Employees,Startup,10 years old,Bangalore +27 more
British Council,3.8,Education & Training,1k-5k Employees,89 years old,London +19 more,
Deloitte Digital,4.0,IT Services & Consulting,10k-50k Employees,6 years old,New York +18 more,
Reshamandi,3.9,Fashion & Textile,501-1k Employees,Startup,3 years old,Bangalore +27 more
iNurture Education Solutions,3.4,EdTech,501-1k Employees,18 years old,Bangalore +35 more,
Hindware,4.2,Building Material,501-1k Employees,63 years old,Gurgaon +65 more,
Apollo Health and Lifestyle,4.2,Healthcare,501-1k Employees,21 years old,Hyderabad/Secunderabad +49 more,
Toothsi,2.7,Internet,501-1k Employees,Startup,5 years old,Mumbai +13 more
Carlsberg,4.1,Beverage,1k-5k Employees,Forbes Global 2000,176 years old,Vesterbro +52 more
Otsuka Pharmaceutical,4.1,Pharma,201-500 Employees,Forbes Global 2000,11 years old,Chiyoda City +28 more
Efs Facilities Services,4.0,Facility Management Services,201-500 Employees,17 years old,Dubai +43 more,
QUICK HEAL TECHNOLOGIES,3.7,Software Product,1k-5k Employees,Public,28 years old,Pune +37 more
VirtusaPolaris,3.7,IT Services & Consulting,1k-5k Employees,27 years old,Colombo +8 more,
Danfoss Industries,4.1,501-1k Employees,30 years old,Nordborg +17 more,,
Micron Electricals,3.9,Engineering & Construction,1k-5k Employees,47 years old,Bangalore/Bengaluru +15 more,
Go First,3.4,Aviation,1k-5k Employees,Public,18 years old,Mumbai +30 more
Thryve Digital,4.1,IT Services & Consulting,1k-5k Employees,7 years old,Chennai +3 more,
Carrier,4.0,Consumer Electronics & Appliances,1k-5k Employees,108 years old,Florida +37 more,
Emerson Electric Co.,4.1,IT Services & Consulting,5k-10k Employees,Public,133 years old,St Louis +23 more
Nexdigm,3.2,Management Consulting,1k-5k Employees,Pune +10 more,,
Amul India,4.2,1k-5k Employees (Global),50 years old,Anand +93 more,,
Williams Lea,3.6,BPO,1k-5k Employees,Public,203 years old,New York +12 more
Onshore Construction,3.8,Engineering & Construction,201-500 Employees,28 years old,Mumbai +24 more,
Pinnacle Infotech,3.6,IT Services & Consulting,1k-5k Employees,31 years old,Houston +15 more,
Dr. Batras' Positive Health Clinic,3.4,Healthcare,5k-10k Employees,41 years old,Mumbai +78 more,
Cyfuture,3.4,IT Services & Consulting,201-500 Employees,22 years old,Noida +26 more,
St. Xavier's High School,4.0,Education & Training,1k-5k Employees (Global),154 years old,Mumbai +86 more,
Philips Innovation Campus,4.0,Healthcare,1k-5k Employees,Public,25 years old,Amsterdam +12 more
Mahanagar Gas,4.2,Oil & Gas,1k-5k Employees,Public,28 years old,Mumbai +21 more
ExxonMobil,3.8,Oil & Gas,1k-5k Employees,Public,2023 years old,Irving +29 more
Debtcare Enterprises,4.5,Investment Banking / Venture Capital / Private Equity,201-500 Employees,15 years old,Hyderabad/Secunderabad +19 more,
QHTalbros,3.5,Auto Components,5k-10k Employees,Public,37 years old,Gurgaon/Gurugram +15 more
Bridgestone India Automotive Products,4.2,Auto Components,501-1k Employees,27 years old,Pune +37 more,
CRYSTAL CROP PROTECTION,3.8,Agro Chemicals,1k-5k Employees,Public,43 years old,Delhi/NCR +58 more
IDBI Intech,3.8,IT Services & Consulting,1k-5k Employees,Central,23 years old,Navi Mumbai +21 more
Fortis Escorts Hospital,4.0,Healthcare,5k-10k Employees,Public,35 years old,Delhi/NCR +15 more
CWT,4.1,Travel & Tourism,1k-5k Employees,29 years old,Minnetonka +12 more,
Bharat Biotech International,3.1,Biotechnology,1k-5k Employees,27 years old,Hyderabad +24 more,
Kia,3.8,Automobile,1k-5k Employees,Seoul +50 more,,
NICE,3.9,Software Product,1k-5k Employees,Public,37 years old,Pune +13 more
Aptech,3.6,Education & Training,201-500 Employees,Public,37 years old,Mumbai +67 more
